open_uuid,open_test_uuid,time_utc,cat_technology,network_type,lat,long,loc_src,loc_accuracy,zip_code,gkz,country_location,download_kbit,upload_kbit,ping_ms,lte_rsrp,lte_rsrq,server_name,test_duration,num_threads,platform,model,client_version,network_mcc_mnc,network_name,sim_mcc_mnc,nat_type,asn,ip_anonym,ndt_download_kbit,ndt_upload_kbit,implausible,signal_strength
P4f799e04-df22-4d2c-8542-a6fe541d66ec,Oc17c6c1a-4492-4c23-baf9-21b3f5c549cc,2017-05-23 09:13:00,3G,HSPA+,47.49339683,11.70729947,gps,3.0,6215,70901,AT,13798,3484,47.4,,,RTR Server 10G AT,7,3,Android,E2303,2.2.21,232-10,3 AT,232-10,nat_local_to_public_ipv4,25255,178.115.130,,,false,-81
P6c3b94d5-fb4d-4ef4-82e0-9ab26f6a4f04,Od88d59c3-6088-4b7e-9788-fc0d44bf5181,2017-05-23 09:13:06,LAN,LAN,,,,,,,,33969,11511,17.3,,,RTR Websocket 10G AT,7,3,,Chrome,0.5,,,,,25255,77.119.131,,,false,
P2c3157cf-9948-452d-a7a9-28349f914721,O2de19407-3bf4-4d2b-9bae-f28f52714a7a,2017-05-23 09:13:16,4G,LTE,48.92919933427957,15.24056710304249,,5.0,3851,32210,AT,36910,9626,28.9,,,RTR Server 10G AT,7,3,iOS,iPhone 6,1.7,,,232-03,nat_local_to_public_ipv4,8412,213.162.68,,,false,
P71134992-e147-48b0-8f57-ce5a216e7c84,O0915fa52-0d97-4c18-8099-cf78debaf0fe,2017-05-23 09:13:17,WLAN,WLAN,,,,,,,,14463,10278,100.0,,,RTR Server 10G AT,7,3,Android,GT-I9060I,3.0.2,,,,nat_local_to_public_ipv4,48832,46.32.122,,,false,-20
Pb2b0b512-ec92-43b4-a462-4cbbd3790c67,Oaf3369ac-3d19-496e-9912-26c8ab258345,2017-05-23 09:13:22,4G,LTE,48.40294667,16.05920676,gps,11.0,3464,31208,AT,16712,236,40.0,-123,-14,RTR Server 10G AT,7,3,Android,Galaxy Note (2014),3.0.2,232-05,3 AT,232-10,nat_local_to_public_ipv4,25255,178.165.128,,,false,
P9dd1fc86-ac1d-4023-a54e-6d8469f26d0b,Of974556e-cf7a-4e7c-afc9-69c4a7673c7f,2017-05-23 09:13:26,WLAN,WLAN,48.1649012,14.3897126,network,27.0,4492,41008,AT,50804,34498,10.5,,,RTR Server 10G AT,7,3,Android,A 8+,3.0.2,,,,nat_local_to_public_ipv4,28889,85.193.135,,,false,-44
Pc1e73e72-97d5-42f0-aa31-630563a3566b,O2d80ace1-92d7-4928-9c0d-e420fbb3d531,2017-05-23 09:13:27,LAN,LAN,48.196939699999994,16.3421952,Browser,20.0,1070,90701,AT,11665,8492,95.7,,,RTR Websocket 10G AT,7,3,,Chrome,0.5,,,,,25255,91.141.3,,,false,
P32ebbc89-283c-4713-a4f4-e02fba55560e,Od09b89a3-9c0e-4711-a21c-5390bad4e5cc,2017-05-23 09:13:31,WLAN,WLAN,48.21484661321507,16.37336463492739,,65.0,1010,90101,AT,7629,7152,14.6,,,RTR Server 10G AT,7,3,iOS,iPad 3 US,1.7,,,,nat_local_to_public_ipv4,6830,62.178.217,,,false,
P3d75986a-3bbd-458f-8544-f6ec8c8b4565,O970e87b6-5202-4417-91e2-e81d98658cd0,2017-05-23 09:13:47,4G,LTE,,,,,,,,7931,318,20.9,,,RTR Server 10G AT,7,3,iOS,iPhone SE,1.7,,,232-01,nat_public_to_public_ipv4,12793,213.225.37,,,false,
P15c2438c-3bea-4135-a0ea-fd23ffdb8c8e,O56b071ff-a5d5-4941-9376-217e9d763eb9,2017-05-23 09:13:50,4G,LTE,-6.555633333333333,106.81109,gps,2.2,,,ID,3241,1118,240.0,-94,-12,RTR Server 10G AT,7,3,Android,Redmi Note 3,3.0.2,510-10,TELKOMSEL,510-10,nat_local_to_public_ipv4,23693,114.124.181,,,false,
Pb23ee735-3883-4e11-a251-c7672fe9f048,Oe7070a53-1b58-427e-9b6d-9cacfe9de98a,2017-05-23 09:13:58,4G,LTE,,,,,,,,28654,6475,30.4,,,RTR Server 10G AT,7,3,iOS,iPhone 6s,1.7,,,232-01,nat_public_to_public_ipv4,12793,213.225.10,,,false,
Pffa5e89a-5849-4f8d-baec-74c31368371f,O1b5bf132-80b5-4c5b-8ef6-2f124313d41f,2017-05-23 09:14:02,WLAN,WLAN,48.1364037,11.5036241,network,34.6,,,DE,41256,761,23.5,,,RTR Server DE,7,3,Android,Sony Xperia V,2.2.9,,,,nat_local_to_public_ipv4,25291,176.74.57,,,false,-32
P69870241-b334-4967-93f2-22908613b009,Of4fdadd3-0276-4abc-89c9-ab411dee5c57,2017-05-23 09:14:03,WLAN,WLAN,47.25734335759702,11.391461938898644,gps,16.0,6020,70101,AT,3028,7362,33.4,,,RTR Server 10G AT,7,3,Android,Samsung S5 Neo (SM-G903F),3.0.2,,,,nat_local_to_public_ipv4,31510,83.175.96,1860,7331,false,-41
Pca8178a1-047e-4096-aca5-4c2640764f3c,O08b27f2a-9f05-4969-9dda-cbd2a583273c,2017-05-23 09:14:19,WLAN,WLAN,47.41910446393425,12.85788926509564,,65.0,5760,50619,AT,5693,19108,19.3,,,RTR Server 10G AT,7,3,iOS,iPhone 6,1.7,,,,nat_local_to_public_ipv4,8447,91.115.84,,,false,
P8f6ce490-07d5-4a3d-90b6-786360fc6360,O6c7878ce-8b7e-42d2-933d-3807b61ae0b0,2017-05-23 09:14:32,3G,HSPA+,55.58942,37.7337434,network,675.0,,,RU,2445,2857,79.9,,,RTR Server DE,7,3,Android,Galaxy S2,2.2.9,250-20,Tele2,250-20,nat_local_to_public_ipv4,12958,176.59.42,,,false,-93
Pb7ec673d-5d11-464f-b9ee-c4babf17d107,O9156d222-d784-4fcd-9440-f7e434cea393,2017-05-23 09:14:38,3G,UMTS,48.2147114072444,16.37289231644606,,30.0,1010,90101,AT,15977,3040,99.6,,,RTR Server 10G AT,7,3,iOS,iPad 3 US,1.7,,,232-13,nat_local_to_public_ipv4,6830,84.115.206,,,false,
P9f286df2-abfc-4364-aae8-dd3732e92009,Oad2bdd23-0383-415e-a54b-064a58f31d8f,2017-05-23 09:14:39,4G,LTE,,,,,,,,49681,5175,17.2,-108,-7,RTR Server 10G AT,7,3,Android,Huawei P8lite ALE-L04,2.2.9,232-01,yesss!,232-12,nat_local_to_public_ipv4,12793,213.147.166,,,false,
P985f1716-928d-4c79-9a4a-b2c46c51fc38,Oc4e56f82-cda0-4da6-acf3-c3f8f0dbfc97,2017-05-23 09:14:45,4G,LTE,48.40280026,16.04306809,gps,13.0,3464,31228,AT,14452,776,28.4,-120,-11,RTR Server 10G AT,7,3,Android,Galaxy Note (2014),3.0.2,232-05,3 AT,232-10,nat_local_to_public_ipv4,25255,178.165.128,,,false,
P1b44586a-b3ab-48ef-ba75-e306a6be7a7d,O806b6771-3aab-4e64-8393-b344cdd1cd6b,2017-05-23 09:14:53,WLAN,WLAN,47.3132160328588,11.68022443079092,,65.0,6133,70938,AT,2375,1196,75.8,,,RTR Server 10G AT,7,1,iOS,iPad Air 2 (Wi-Fi Only),1.7,,,,nat_public_to_public_ipv4,198605,77.234.40,,,false,
Pbce77b48-d490-411e-8e51-4756d2c04f67,Off2a7fc0-ff7e-4c38-bbd9-0d6ee1ee7c16,2017-05-23 09:15:45,LAN,LAN,,,,,,,,47689,9094,23.9,,,RTR Websocket DE,7,3,,Firefox,0.5,,,,,8881,2001:16b8:2272::,,,false,
Pfd25b85d-bd4f-4cae-b653-464a0914f506,Oc3176dee-5f33-4585-87fa-df2e0628885c,2017-05-23 09:15:47,4G,LTE,48.40498306,16.03203124,gps,14.0,3464,31228,AT,15196,20981,25.6,-100,-10,RTR Server 10G AT,7,3,Android,Galaxy Note (2014),3.0.2,232-05,3 AT,232-10,nat_local_to_public_ipv4,25255,178.165.128,,,false,
Pd4250bed-7494-4327-9b14-98879b754ca8,O3f1690a7-a01a-4a38-a5fc-f4600d981fed,2017-05-23 09:15:56,LAN,LAN,,,Browser,,,,,6098,720,14.8,,,RTR Websocket 10G AT,7,3,,IE,0.5,,,,,8447,88.117.134,,,false,
Pfa08f852-4abe-4cc2-8d81-fe6710359603,Ocef4c5aa-4ad4-4904-8cd8-6ca41f56e165,2017-05-23 09:15:58,WLAN,WLAN,,,,,,,,15386,18682,4.0,,,RTR Server 10G AT,7,3,Android,Huawei P8lite ALE-L04,2.2.9,,,,nat_local_to_public_ipv4,6830,212.186.192,,,false,-54
P6e0243a4-6941-41b7-bd8a-5fa2ce8d49c4,O51ce5166-286d-47b6-bc87-4bdb18287135,2017-05-23 09:16:09,4G,LTE,46.86660451,15.81282913,gps,4.0,8342,60445,AT,103791,43043,22.9,-73,-8,RTR Server 10G AT,7,3,Android,Galaxy S5,2.0.69,232-01,A1,232-01,nat_public_to_public_ipv4,12793,213.225.13,,,false,
Pae628663-5fb1-490e-bfd5-2ac1950b2a7c,Od8f746c6-f5b8-46df-80c7-1cb6f13344a0,2017-05-23 09:16:18,4G,LTE,,,,,,,,22530,2575,28.0,-107,-11,RTR Server 10G AT,7,3,Android,SM-G955F,3.0.2,295-05,FL1,295-05,no_nat_ipv4,8447,46.75.201,,,false,
P5c212404-94b7-4bdd-97a7-e34d5fd90017,O9d58ed0a-0387-42c5-8577-c03fc6c2a7f8,2017-05-23 09:16:33,LAN,LAN,,,Browser,,,,,24493,11168,9.0,,,RTR Websocket 10G AT,7,3,,IE,0.5,,,,,47515,193.187.3,,,false,
P4a7edd3d-ee98-4f61-9b83-ff4d01882ae3,O5c82de53-3f39-4ff5-9be4-69e64215c770,2017-05-23 09:16:49,4G,LTE,48.407909,16.02075705,gps,15.0,3463,31228,AT,43239,23745,27.5,-102,-9,RTR Server 10G AT,7,3,Android,Galaxy Note (2014),3.0.2,232-05,3 AT,232-10,nat_local_to_public_ipv4,25255,178.165.128,,,false,
P0ed41e55-2cf4-4643-be97-be7c736522f3,O0beaa173-6fc7-46e7-a341-dcec56fc8165,2017-05-23 09:17:00,LAN,LAN,48.1941134,16.3953555,Browser,2913.0,1030,90301,AT,6656,6189,5.8,,,RTR Websocket 10G AT,7,3,,Chrome,0.5,,,,,47692,212.232.27,,,false,
P140651db-af73-46ea-ac4a-668f7314920a,O9ecb680f-de92-4912-8022-96e04335279a,2017-05-23 09:17:06,WLAN,WLAN,46.735417185099244,15.921143250032847,gps,6.0,8484,61506,AT,21491,8673,27.6,,,RTR Server 10G AT,7,3,Android,Samsung S6 edge (SM-G925F),3.0.2,,,,nat_local_to_public_ipv4,8412,46.125.249,,,false,-75
P49eb9c3d-f520-4abb-a706-f146b401fe68,O88ad3cfc-2eb9-487b-bc0a-cefc043efbf5,2017-05-23 09:17:35,WLAN,WLAN,46.91161779617877,12.35141331494685,,64.0,9963,70724,AT,41385,9506,29.0,,,RTR Server 10G AT,7,3,iOS,iPhone 7,1.7,,,,nat_local_to_public_ipv4,8412,78.132.6,,,false,
Pa763cac0-63a2-45af-a30f-9860fae4f63a,O834c7587-3946-49be-a0aa-be68c887968c,2017-05-23 09:18:05,LAN,LAN,48.277114,14.2592055,Browser,2749.0,4060,41012,AT,46897,11598,19.0,,,RTR Websocket 10G AT,7,3,,Chrome,0.5,,,,,25255,77.118.232,,,false,
P9064e936-b5ab-48b5-adb9-7fb7f2457806,O1df39214-2f36-416d-b641-1e0e6aa4cfa0,2017-05-23 09:18:22,4G,LTE,,,,,,,,110599,25268,21.2,-98,-10,RTR Server 10G AT,7,3,Android,Galaxy S6 edge+,3.0.2,232-01,A1,232-01,nat_local_to_public_ipv4,12793,213.225.0,,,false,
P99e4e875-f417-41ba-b809-b73c7dc24613,O747df653-c357-42d5-a1ac-b64ff9aea9bf,2017-05-23 09:18:23,4G,LTE,47.60532324206792,12.71366268397562,,5.0,5090,50610,AT,65817,14977,24.4,,,RTR Server 10G AT,7,3,iOS,iPad mini 2G Cellular,1.7,,,232-01,nat_local_to_public_ipv4,12793,213.225.15,,,false,
P8c801275-d0c7-48cb-88a1-b7cef1892e8f,O8a0d3a43-f79f-495f-b969-b8703f1a60fb,2017-05-23 09:18:49,LAN,LAN,48.00334,13.65613,Browser,9339.0,,,,6706,1964,16.6,,,RTR Websocket 10G AT,7,3,,Firefox,0.5,,,,,1853,193.171.131,,,false,
P91a98b37-2d8a-42fc-b077-29017dd36fc6,O56f7131e-ca10-4318-bda4-237b52ec08e7,2017-05-23 09:18:59,4G,LTE,,,,,,,,5075,679,24.8,,,RTR Server 10G AT,7,3,iOS,iPad mini 2G Cellular,1.7,,,232-01,nat_local_to_public_ipv4,12793,213.225.1,,,false,
Pf65d202f-6a72-463b-826d-9209d758d594,O9ba98d3d-5510-4d99-a2dd-885c75515007,2017-05-23 09:19:00,4G,LTE,,,,,,,,18066,6330,31.3,-112,-14,RTR Server 10G AT,7,3,Android,Galaxy Note 3,3.0.2,295-05,FL1,295-05,no_nat_ipv4,8447,46.207.198,,,false,
P84a54979-1b00-4a00-a8de-83fd9b8f7cee,O9b1e318d-6086-4cb8-bb30-53b0aabf0c6c,2017-05-23 09:19:12,4G,LTE,25.12005837,121.50122254,gps,21.2,,,TW,2201,5479,308.5,-81,-9,RTR Server 10G AT,7,1,Android,ASUS_A002A,3.0.2,466-92,Chunghwa Telecom,466-92,nat_local_to_public_ipv4,17421,223.136.167,,,false,
P08b90596-084a-427a-8a1b-65f6305ef5de,Oecf29e1e-f955-4aa3-974c-d8a02952cdfc,2017-05-23 09:19:12,4G,LTE,48.42831538,16.00679756,gps,10.0,3701,32110,AT,49529,24407,23.2,-93,-11,RTR Server 10G AT,7,3,Android,Galaxy Note (2014),3.0.2,232-05,3 AT,232-10,nat_local_to_public_ipv4,25255,178.165.128,,,false,
P9064e936-b5ab-48b5-adb9-7fb7f2457806,Ofdabd6f5-4df3-4d61-912d-d8c9a09e2769,2017-05-23 09:19:13,4G,LTE,,,,,,,,123598,16310,22.3,-91,-4,RTR Server 10G AT,7,3,Android,Galaxy S6 edge+,3.0.2,232-01,A1,232-01,nat_local_to_public_ipv4,12793,213.225.0,,,false,
P72adcfa2-686b-4da1-b2ad-bd956e59b274,Ob7a18ee0-a05f-437a-b15b-3f8db0ad8a97,2017-05-23 09:19:42,4G,LTE,48.43726736,16.00234899,gps,15.0,3701,32110,AT,34731,6718,26.4,-105,-13,RTR Server 10G AT,7,3,Android,Galaxy Note (2014),3.0.2,232-05,3 AT,232-10,nat_local_to_public_ipv4,25255,178.165.128,,,false,
P99e4e875-f417-41ba-b809-b73c7dc24613,O8b3c561c-9152-4288-9887-706b73a5b449,2017-05-23 09:19:44,4G,LTE,47.60527345356308,12.71365036257795,,10.0,5090,50610,AT,53433,13345,24.9,,,RTR Server 10G AT,7,3,iOS,iPad mini 2G Cellular,1.7,,,232-01,nat_local_to_public_ipv4,12793,213.225.15,,,false,
Pc95119a4-2526-48a5-bcf6-1c96d9bd0ec5,Oecf5229a-cc7f-419a-a219-cd2ac2a9ea70,2017-05-23 09:19:53,LAN,LAN,,,Browser,,,,,27033,25060,19.7,,,RTR Websocket 10G AT,7,3,,Chrome,0.5,,,,,25255,77.119.131,,,false,
P96c23dcb-c249-4032-b682-19195e4bb350,O11dcbe8f-4bfb-44d8-b35d-2f50a0b5f391,2017-05-23 09:19:53,4G,LTE,47.40473957332864,12.42414714256928,,2334.0,6370,70401,AT,30030,3467,32.1,,,RTR Server 10G AT,7,3,iOS,iPad mini 2G Cellular,1.7,,,232-01,nat_local_to_public_ipv4,12793,213.225.35,,,false,
P81cccb55-71a5-4511-b5c3-d2eb012db2c9,Offe04bf9-ff15-449b-b665-316a8d17f442,2017-05-23 09:20:31,LAN,LAN,47.816395,12.998387,Browser,95.0,5071,50338,AT,46792,7542,27.5,,,RTR Websocket 10G AT,7,3,,IE,0.5,,,,,8447,193.187.235,,,false,
P96c23dcb-c249-4032-b682-19195e4bb350,O85923d0f-2b3b-4d3c-8426-ba425f900a83,2017-05-23 09:20:38,4G,LTE,47.40474025680398,12.42414687308852,,2334.0,6370,70401,AT,25573,663,28.1,,,RTR Server 10G AT,7,3,iOS,iPad mini 2G Cellular,1.7,,,232-01,nat_local_to_public_ipv4,12793,213.225.35,,,false,
P0df79cfe-feca-4528-80eb-bc74c1871292,Oaa7cfdc4-bf3c-4935-8162-1310f426670d,2017-05-23 09:21:02,4G,LTE,48.43692416,15.99102156,gps,9.0,3701,32110,AT,22066,3928,21.6,-113,-9,RTR Server 10G AT,7,3,Android,Galaxy Note (2014),3.0.2,232-05,3 AT,232-10,nat_local_to_public_ipv4,25255,178.165.128,,,false,
Pa288d6a3-7618-411b-899c-272c5519c5e0,Ob9e46f3c-1c27-4b6e-8dac-c505e7e39e57,2017-05-23 09:21:16,WLAN,WLAN,46.7945494,15.5570617,network,20.0,8430,61022,AT,25638,4909,24.6,,,RTR Server 10G AT,7,3,Android,SM-T813,3.0.2,,,,nat_local_to_public_ipv4,8412,46.125.250,,,false,-57
P8da98cd1-396f-44f5-9354-590973697497,O69ed7135-8669-4f12-b7f0-54c465fb1e2a,2017-05-23 09:21:20,4G,LTE,,,,,,,,48488,28813,23.0,-97,-10,RTR Server 10G AT,7,3,Android,Galaxy A5,3.0.2,232-03,S-BUDGET MOBILE,232-07,nat_local_to_public_ipv4,8412,212.95.8,,,false,
P96c23dcb-c249-4032-b682-19195e4bb350,O4eca55ee-24f7-4d17-8b49-6c88b50a5815,2017-05-23 09:21:21,4G,LTE,47.40474028997612,12.4241468600094,,2334.0,6370,70401,AT,29380,727,28.2,,,RTR Server 10G AT,7,3,iOS,iPad mini 2G Cellular,1.7,,,232-01,nat_local_to_public_ipv4,12793,213.225.35,,,false,
Pd3f14d59-2fda-4142-bef3-ed5f0a281a66,O8a81d360-91eb-4421-97b9-c608e24b68a9,2017-05-23 09:21:28,LAN,LAN,47.28442844284429,11.54655870445344,rastered,100.0,6060,70329,AT,2571,130,45.9,,,RTR Websocket 10G AT,7,1,,Chrome,0.5,,,,,8447,212.183.119,,,false,
P71134992-e147-48b0-8f57-ce5a216e7c84,Of7bb2cca-c706-4799-9f00-149e995e1fe0,2017-05-23 09:21:35,WLAN,WLAN,,,,,,,,16968,10312,100.5,,,RTR Server 10G AT,7,3,Android,GT-I9060I,3.0.2,,,,nat_local_to_public_ipv4,48832,46.32.122,,,false,-37
P3683cf7e-06b6-4c8e-9899-64a55c4a11ff,Oa7958003-fc2d-4ea3-a0de-51ee1435cc6d,2017-05-23 09:21:37,4G,LTE,46.86911983,15.79781452,gps,4.0,8342,60445,AT,105523,42410,23.2,-75,-8,RTR Server 10G AT,7,3,Android,Galaxy S5,2.0.69,232-01,A1,232-01,nat_public_to_public_ipv4,12793,213.225.13,,,false,
Pb32c4e96-17b4-4b66-87e7-b8d5c4752f28,O82b88b93-7c5b-49da-bc5d-f2c33b90b8e5,2017-05-23 09:22:34,4G,LTE,-6.571213333333333,106.80867333333332,gps,2.2,,,ID,6587,6874,240.0,-75,-11,RTR Server 10G AT,7,1,Android,Redmi Note 3,3.0.2,510-10,TELKOMSEL,510-10,nat_local_to_public_ipv4,23693,114.124.181,,,false,
P24e019c9-2600-4a83-924f-27f27549c970,Oa73a2667-0d5b-4953-89c4-a6344681fbbd,2017-05-23 09:22:57,LAN,LAN,,,,,,,,9060,87,11.2,,,RTR Websocket 10G AT,7,3,,Chrome,0.5,,,,,8447,80.120.180,,,false,
P4b9b5fd4-561a-4af5-aecc-605b82071d99,O73d02b8c-d761-4fc7-a0e9-2b745762e903,2017-05-23 09:23:18,LAN,LAN,48.3667351,16.517508199999998,Browser,2322.0,2120,31655,AT,76636,68981,4.7,,,RTR Websocket 10G AT,7,3,,Firefox,0.5,,,,,51265,185.44.52,,,false,
Pab5dcd3e-d750-44a9-98c4-e239157dab8c,O90e97877-1c75-4d0c-813e-2e9b46429051,2017-05-23 09:23:21,4G,LTE,,,,,,,,28349,4978,22.4,-64,-4,RTR Server 10G AT,7,3,Android,ASUS_Z00UD,3.0.2,232-03,T-Mobile A,232-03,nat_local_to_public_ipv4,8412,212.95.7,,,false,
Pda9fe894-0942-490f-8f1d-7fd7ffa63e8b,Ob25ea037-a9cf-4d0e-805a-a7743f96f16d,2017-05-23 09:23:30,4G,LTE,47.82112118612959,13.21592724278232,gps,16.0,5322,50319,AT,15689,1382,33.5,-114,-12,RTR Server 10G AT,7,3,Android,Galaxy S7,3.0.2,232-03,DIALOG,232-03,nat_public_to_public_ipv4,8412,46.125.249,,,false,
Pff14061b-d098-43f9-a97b-c38778bf25ad,O2cf5dddd-ef13-4c11-88c8-1ec658a60d25,2017-05-23 09:23:32,4G,LTE,48.56859549538229,16.08155529906459,,166.3,2020,31022,AT,17534,10484,40.0,,,RTR Server 10G AT,7,3,iOS,iPhone 6s,1.7,,,232-05,nat_local_to_public_ipv4,25255,77.119.131,,,false,
Pc07e7bf9-31aa-4f77-9a12-447d6fd35434,Od7ffff93-6b10-4ff2-8cae-16739f964cd9,2017-05-23 09:23:35,4G,LTE,47.10437259960295,15.69136322829086,,4.0,8200,61727,AT,28103,5983,47.8,,,RTR Server 10G AT,7,3,iOS,iPhone 7,1.7,,,232-01,nat_public_to_public_ipv4,12793,213.225.7,,,false,
Pee8c0482-a1f6-45d6-b163-f433c2c2c0f4,O0e314254-9b08-4e91-a1f6-d291dfb748e6,2017-05-23 09:23:36,LAN,LAN,,,,,,,,17471,3606,54.3,,,RTR Websocket 10G AT,7,3,,Chrome,0.5,,,,,8412,212.95.7,,,false,
P1a3f6235-4dbc-47a5-abd8-5126427d1d22,O7ca1a06c-769e-4eeb-b9ee-449ca670827e,2017-05-23 09:23:48,4G,LTE,48.21394430506964,14.47926670384305,,165.0,4470,41005,AT,56505,18717,28.0,,,RTR Server 10G AT,7,3,iOS,iPhone 5s,1.7,,,232-05,no_nat_ipv4,25255,178.114.170,,,false,
P203d3890-ce64-42f0-9c91-d5b58bb3ea86,O3368c5cf-e3d9-4125-a976-a5623d4a019d,2017-05-23 09:23:48,4G,LTE,46.6142047,14.2951862,network,22.0,9020,20101,AT,22250,3167,21.9,-105,-11,RTR Server 10G AT,7,3,Android,Galaxy Note (2014),2.0.58,232-01,A1,232-01,nat_public_to_public_ipv4,12793,213.225.0,,,false,
P992f1811-4928-474b-becd-7cc2bf1c7ebe,Oe28ac1ed-5173-40cf-b0b0-0df08d7501f9,2017-05-23 09:24:02,4G,LTE,47.95845202211454,14.76764256362819,,8.0,3340,30301,AT,70210,10467,28.0,,,RTR Server 10G AT,7,3,iOS,iPhone 7,1.5,,,232-01,nat_local_to_public_ipv4,12793,213.225.32,,,false,
P26702fd8-98a3-46cc-b0c8-1aa91b52f28c,Oc1534d32-4441-4cd6-85ce-e60329d64393,2017-05-23 09:24:44,WLAN,WLAN,48.27855690852579,16.37589605526661,,30.0,1210,92101,AT,33687,4663,40.0,,,RTR Server 10G AT,7,3,iOS,iPad Pro 9.7 inch,1.7,,,,nat_local_to_public_ipv4,25255,91.141.1,,,false,
Pb563b74a-926f-424d-a250-bfc37e7f86a2,Oa53f212f-d929-40c6-874a-b53186b0a36b,2017-05-23 09:24:57,WLAN,WLAN,46.7670794,15.4091619,network,19.3,8443,61026,AT,7966,3360,19.1,,,RTR Server 10G AT,7,3,Android,LG G4,3.0.2,,,,nat_local_to_public_ipv4,1901,193.154.77,,,false,-71
P8a85d64e-d988-473d-9a55-18277a8c868c,O22a2c0ac-0623-4ba6-a5f7-ae3c39e3a921,2017-05-23 09:25:00,LAN,LAN,,,,,,,,23711,978,27.1,,,RTR Websocket DE,7,3,,IE,0.5,,,,,31334,91.65.91,,,false,
Pcaff2492-1937-4ca8-895d-07899a232e5e,O0e63972b-bb55-462d-9db4-2a3a4441444d,2017-05-23 09:25:09,4G,LTE,48.4647428,15.98820804,gps,14.0,3701,32110,AT,40609,26326,34.0,-91,-10,RTR Server 10G AT,7,3,Android,Galaxy Note (2014),3.0.2,232-05,3 AT,232-10,nat_local_to_public_ipv4,25255,178.165.128,,,false,
P26702fd8-98a3-46cc-b0c8-1aa91b52f28c,Oef096429-da24-4550-a320-bc3f2254dad2,2017-05-23 09:25:30,WLAN,WLAN,48.2784916554096,16.37608707883989,,10.0,1210,92101,AT,33221,2942,40.0,,,RTR Server 10G AT,7,3,iOS,iPad Pro 9.7 inch,1.7,,,,nat_local_to_public_ipv4,25255,91.141.1,,,false,
P6df1b061-e1bf-4581-9b0c-a3eca864d121,Oeaf4fe69-d2d9-4731-9840-fa48f19a767b,2017-05-23 09:25:34,LAN,LAN,,,,,,,,49755,31506,38.4,,,RTR Websocket 10G AT,7,3,,Mozilla,0.5,,,,,49808,31.193.163,,,false,
P821fd43f-ba89-458e-a763-eec21d02052b,O042e0b2e-fbeb-4727-afe6-55e0a1a84b59,2017-05-23 09:25:52,4G,LTE,48.46887613,15.98129313,gps,12.0,3701,32110,AT,31494,39463,25.5,-89,-12,RTR Server 10G AT,7,3,Android,Galaxy Note (2014),3.0.2,232-05,3 AT,232-10,nat_local_to_public_ipv4,25255,178.165.128,,,false,
P7e5fd0f5-14d9-4ee4-bdae-2b2cdac3d3a5,Of3e6c17d-87e9-4d94-8dc5-347eb1ef5832,2017-05-23 09:26:16,LAN,LAN,48.2091041,16.415049,Browser,9983.0,,,,326,926,447.6,,,RTR Websocket 10G AT,7,1,,Chrome,0.5,,,,,25255,178.165.129,,,false,
P7d6e76e2-baf9-4188-8418-08c2e7cfd9b4,Oc5557f46-dda6-4de4-9bc6-2a1fe37496aa,2017-05-23 09:26:16,WLAN,WLAN,48.05653801076008,13.80241358747934,,65.0,4690,41732,AT,53339,41285,12.6,,,RTR Server 10G AT,7,3,iOS,iPhone 6s,1.7,,,,nat_local_to_public_ipv4,49808,31.193.163,,,false,
P26702fd8-98a3-46cc-b0c8-1aa91b52f28c,Oafd058f0-c10d-4ab3-ac82-7329a9392c25,2017-05-23 09:26:17,WLAN,WLAN,48.27846273784365,16.37607383543288,,5.0,1210,92101,AT,29372,5667,39.9,,,RTR Server 10G AT,7,3,iOS,iPad Pro 9.7 inch,1.7,,,,nat_local_to_public_ipv4,25255,91.141.1,,,false,
P971787b3-ddbf-4b11-a6ea-ece687337dea,Of743c15b-4df5-4818-bca2-fff6956563e2,2017-05-23 09:26:26,LAN,LAN,,,Browser,,,,,11,189,59.0,,,RTR Websocket 10G AT,7,1,,Firefox,0.5,,,,,25255,77.119.234,,,false,
P5de1c03f-8de4-4602-8de3-510cc8678f6e,Oa5440eb5-4dd7-4959-bc93-b005f7cf1751,2017-05-23 09:26:39,WLAN,WLAN,,,,,,,,19221,8311,29.8,,,RTR Server DE,7,3,Android,Galaxy Note,3.0.2,,,,nat_local_to_public_ipv4,3320,46.81.177,,,false,-57
Pc00a3b80-7f44-43fd-a8c7-fa17bce02112,O9975e4c5-c9fa-4616-9172-54c491bd8816,2017-05-23 09:26:45,4G,LTE,46.999224999999996,12.537558333333333,gps,5.3,9971,70717,AT,100689,31882,40.7,-87,-7,RTR Server 10G AT,7,3,Android,F3111,3.0.2,232-01,A1,232-01,nat_public_to_public_ipv4,12793,213.225.37,,,false,
P14829dea-03b8-414a-89f5-ca42dbd58c30,Ocdf6e991-6fb1-4c4b-b78e-b6415d1741fd,2017-05-23 09:26:46,WLAN,WLAN,47.5325459,9.7401166,network,19.2,6911,80226,AT,6101,538,29.2,,,RTR Server 10G AT,7,3,Android,Galaxy S7 edge,3.0.2,,,,nat_local_to_public_ipv4,8447,188.21.52,,,false,-76
